latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,location_name,source_air_quality,source_weather,period_start,period_end
37.30000305175781,-121.89999389648438,33.0,-25200,America/Los_Angeles,GMT-7,"Downtown San Jose, California",https://air-quality-api.open-meteo.com/v1/air-quality,https://archive-api.open-meteo.com/v1/archive,2015-04-01,2015-04-30
time,pm10_ug_m3,pm2_5_ug_m3,carbon_monoxide_ug_m3,carbon_dioxide_ppm,nitrogen_dioxide_ug_m3,sulphur_dioxide_ug_m3,ozone_ug_m3,us_aqi,temperature_2m,rain,cloud_cover,wind_speed_10m,wind_direction_10m,relative_humidity_2m,surface_pressure
2015-04-01T00:00,,,,,,,,,10.921,0.0,1.0,11.681987,326.3099,69.07997,1017.9536
2015-04-01T01:00,,,,,,,,,9.821,0.0,3.0,10.990322,328.39255,75.37692,1018.3363
2015-04-01T02:00,,,,,,,,,8.821,0.0,7.0,10.495713,329.03632,81.744705,1018.0232
2015-04-01T03:00,,,,,,,,,8.021,0.0,0.0,8.534353,332.3541,85.70226,1017.81256
2015-04-01T04:00,,,,,,,,,7.421,0.0,4.0,8.049845,333.43503,87.44144,1017.4052
2015-04-01T05:00,,,,,,,,,7.1210003,0.0,2.0,7.0911775,336.0375,87.413155,1017.2018
2015-04-01T06:00,,,,,,,,,6.821,0.0,1.0,5.95906,334.98312,87.08074,1017.1973
2015-04-01T07:00,,,,,,,,,6.721,0.0,1.0,5.692099,325.30478,85.26506,1017.39496
2015-04-01T08:00,,,,,,,,,7.8710003,0.0,1.0,8.78872,325.0079,82.47595,1018.0094
2015-04-01T09:00,,,,,,,,,11.870999,0.0,2.0,11.090103,324.24603,55.614693,1017.7678
2015-04-01T10:00,,,,,,,,,14.071,0.0,53.0,11.988594,318.6523,43.60829,1017.69916
2015-04-01T11:00,,,,,,,,,16.021,0.0,98.0,13.755579,312.8789,35.80664,1017.72595
2015-04-01T12:00,,,,,,,,,17.021,0.0,75.0,14.4,306.86996,31.257318,1017.1419
2015-04-01T13:00,,,,,,,,,17.671001,0.0,81.0,14.693999,300.96368,30.218184,1016.6528
2015-04-01T14:00,,,,,,,,,18.021,0.0,88.0,14.973577,297.18103,31.094952,1015.8607
2015-04-01T15:00,,,,,,,,,17.771,0.0,73.0,13.37825,293.80594,34.306072,1015.0603
2015-04-01T16:00,,,,,,,,,17.321001,0.0,33.0,15.379206,290.55612,38.70993,1014.9546
2015-04-01T17:00,,,,,,,,,16.321001,0.0,17.0,15.137133,295.34613,45.98969,1014.8413
2015-04-01T18:00,,,,,,,,,15.171,0.0,0.0,13.684735,296.56497,54.929962,1014.22815
